name,brand,slug,price,gender,category,concentration,scent_notes,intensity,occasion,description,stock_quantity,is_available,image
Electric Cherry,Tom Ford,tom-ford-electric-cherry-u,200,U,floral,edp,"Top: morelowa wiśnia, imbir; Heart: jaśmin sambac; Base: ambrettolide (piżmo), różowy pieprz",strong,special,"Electric Cherry to odważna, unisexowa kompozycja z kolekcji Private Blend, która łączy w sobie soczystą wiśnię z elektryzującym imbirem. Otwiera się żywą, cierpką nutą morelowej wiśni i rozgrzewającym imbirem. W sercu wyczuwalny jest opulentny jaśmin sambac, który nadaje kwiatowej głębi. Baza z piżma i różowego pieprzu tworzy zmysłowy, długotrwały finisz. Idealny na wieczorne wyjścia, dla osób ceniących wyrafinowaną ekstrawagancję.",10,True,products/IMG-20260409-WA0383.jpg
Angel,Mugler,mugler-angel-k-1,200,K,oriental,edp,"Top: bergamotka; Heart: praliné, czerwone owoce, karmel; Base: paczula, wanilia",strong,special,"Angel to przełomowa, orientalno-gourmandowa kompozycja, która zapoczątkowała nową erę w perfumiarstwie. Otwiera się świeżą bergamotką, przechodząc w słodkie, uzależniające serce z praliné, czerwonych owoców i karmelu. Głęboka, ziemista baza z paczuli i wanilii tworzy niezwykle zmysłowy, długotrwały i charakterystyczny ślad. Idealny na wieczorne wyjścia, dla pewnych siebie, odważnych kobiet.",10,True,products/IMG-20260409-WA0384.jpg
La Vie Est Belle,Lancôme,lancome-la-vie-est-belle-k-4,200,K,floral,edp,"Top: czarna porzeczka, gruszka; Heart: irys, jaśmin, kwiat pomarańczy; Base: praliné, wanilia, paczula, fasolka tonka",strong,daily,"La Vie Est Belle to kultowa, słodko-kwiatowa kompozycja, która jest olfaktorycznym tłumaczeniem szczęścia. Otwiera się soczystymi nutami czarnej porzeczki i gruszki. W sercu dominuje bukiet kwiatów: jaśmin, pudrowy irys i słodki kwiat pomarańczy. Baza z paczuli, fasolki tonka, wanilii i praliné tworzy ciepły, otulający i długotrwały finisz. Idealny dla kobiet na co dzień, dodający pewności siebie.",10,True,products/IMG-20260409-WA0385.jpg
Météore,Louis Vuitton,louis-vuitton-meteore-u,200,U,fresh,edp,"Top: bergamotka, cytryna, różowy pieprz; Heart: lawenda, irys, jaśmin; Base: bursztyn, cedr, paczula",light,special,"Météore to unisexowa, świeżo-aromatyczna kompozycja, która oddaje energię i siłę spadającej gwiazdy. Otwiera się musującą mieszanką bergamotki, cytryny i różowego pieprzu. W sercu wyczuwalna jest aromatyczna lawenda, pudrowy irys i kwiatowy jaśmin, nadające mu elegancji. Baza z ciepłego bursztynu, cedru i paczuli zapewnia głębię i długotrwały charakter. Idealny na specjalne okazje, dla osób poszukujących świeżości z wyrafinowanym zacięciem.",10,True,products/IMG-20260409-WA0386.jpg
Alien Goddess Intense,Mugler,mugler-alien-goddess-intense-k,200,K,floral,edp,"Top: bergamotka, kokos; Heart: jaśmin grandiflorum, jaśminowa herbata; Base: wanilia, benzoina, drzewo kaszmirowe",strong,special,"Alien Goddess Intense to wzmocniona, ambrowo-kwiatowa wersja słonecznego Alien Goddess. Otwiera się kremowym kokosem i świeżą bergamotką. W sercu magnetyczny jaśmin grandiflorum przeplata się z kojącą herbatą jaśminową. Baza z wanilii, benzoiny i kaszmirowego drewna tworzy ciepły, otulający i bardzo trwały finisz. Idealny na wieczorne wyjścia, dla pewnych siebie, promiennych kobiet.",10,True,products/IMG-20260409-WA0387.jpg
Eros,Versace,versace-eros-m-1,200,M,oriental,edp,"Top: cytryna włoska, mandarynka, mięta, kandyzowane jabłko; Heart: geranium, szałwia muszkatołowa, Ambermax; Base: cedr, wetyweria, paczula, drzewo sandałowe, wanilia",strong,special,"Eros Eau de Parfum to intensywniejsza i zmysłowa wersja kultowego zapachu, wyrażająca siłę i pasję greckiego boga miłości. Otwiera się energetyzującą mieszanką cytrusów, mięty i kandyzowanego jabłka. W sercu geranium i szałwia nadają mu ziołowej świeżości. Głęboka, słodka baza z wanilii, cedru i paczuli tworzy niezwykle trwały, uwodzicielski ślad. Idealny na wieczorne wyjścia.",10,True,products/IMG-20260409-WA0388.jpg
Hypnotic Poison,Dior,dior-hypnotic-poison-k-1,200,K,oriental,edp,"Top: lukrecja, migdał; Heart: jaśmin sambac, kwiat pomarańczy; Base: wanilia, fasolka tonka, piżmo",strong,special,"Hypnotic Poison to zmysłowa, orientalno-gourmandowa kompozycja, która jest owocem zakazanym w świecie perfum. Otwiera się tajemniczą nutą lukrecji i gorzkiego migdału. W sercu opulentny jaśmin sambac i kwiat pomarańczy nadają mu kwiatowej głębi. Baza z wanilii, fasolki tonka i piżma tworzy kremowy, długotrwały i niezwykle uzależniający finisz. Idealny na wieczorne wyjścia, dla pewnych siebie, odważnych kobiet.",10,True,products/IMG-20260409-WA0389.jpg
Sauvage Eau Forte,Dior,dior-sauvage-eau-forte-m-1,200,M,fresh,parfum,"Top: zimne przyprawy, elemi; Heart: wybielona lawenda; Base: nuty piżmowo-drzewne",strong,special,"Sauvage Eau Forte to rewolucyjna, intensywna woda perfumowana bez alkoholu, która oferuje nowe doznania. Otwiera się orzeźwiającą falą zimnych przypraw i żywicznej elemi. W sercu dominuje krystalicznie czysta, wybielona lawenda. Baza z nut piżmowo-drzewnych nadaje jej zmysłowego, długotrwałego charakteru, a woda 'obmywająca' składniki tworzy unikalny efekt świeżości. Idealny na wieczorne wyjścia, dla nowoczesnych, odważnych mężczyzn.",10,True,products/IMG-20260409-WA0390.jpg
Lost Cherry,Tom Ford,tom-ford-lost-cherry-u-1,200,U,oriental,edp,"Top: Gorzki migdał, Czereśnia, Likier wiśniowy; Heart: Czereśnia, Śliwka, Róża turecka, Jaśmin wielkolistny; Base: Wanilia, Fasolka tonka, Cynamon, Balsam peruwiański, Drzewo sandałowe, Benzoes, Cedr, Paczula, Wetyweria",strong,special,"Lost Cherry to wyjątkowo soczysta i zmysłowa kompozycja unisex z kolekcji Private Blend. Otwiera się kuszącą mieszanką czereśni, gorzkiego migdału i likieru wiśniowego. W sercu wyczuwalne są słodkie śliwki, róża turecka i jaśmin. Głęboka baza z wanilii, fasolki tonka i cynamonu tworzy ciepły, drzewno-balsamiczny finisz. To elegancki, długotrwały zapach, idealny na wieczorne wyjścia i specjalne okazje.",10,True,products/IMG-20260409-WA0391.jpg
Good Girl Blush,Carolina Herrera,carolina-herrera-good-girl-blush-k-1,200,K,floral,edp,"Top: bergamotka, mandarynka; Heart: ylang-ylang, piwonia, woda różana; Base: fasolka tonka, wanilia",strong,special,"Good Girl Blush to kwiatowo-owocowa, pudrowa interpretacja kultowego zapachu Good Girl. Otwiera się świeżą mieszanką włoskiej bergamotki i mandarynki. W sercu romantyczny bukiet ylang-ylang, piwonii i wody różanej nadaje mu kobiecej elegancji. Baza z fasolki tonka i wanilii tworzy zmysłowy, słodki finisz. To idealny zapach na wieczorne wyjścia, dla nowoczesnych, wielowymiarowych kobiet.",10,True,products/IMG-20260409-WA0392.jpg
Alien Hypersense,Mugler,mugler-alien-hypersense-k-1,200,K,floral,edp,"Top: gruszka, zielona mandarynka; Heart: jaśmin arabski, jaśmin sambac; Base: cashmeran, nuty drzewne",strong,special,"Alien Hypersense to intensywna, hipnotyzująca woda perfumowana dla kobiet, która łączy w sobie soczyste owoce z głębią kwiatów i drewna. Otwiera się świeżą, musującą mieszanką zielonej mandarynki i gruszki. W sercu dominuje bujny bukiet arabskiego jaśminu i jaśminu sambac. Baza z kaszmirowego drewna i nut drzewnych nadaje zapachowi zmysłowego, długotrwałego charakteru. Idealny na wieczorne wyjścia.",10,True,products/IMG-20260409-WA0393.jpg
Miss Dior Blooming Bouquet,Dior,dior-miss-dior-blooming-bouquet-k-1,200,K,floral,edt,"Top: bergamotka; Heart: piwonia, róża damasceńska; Base: białe piżmo",light,daily,"Miss Dior Blooming Bouquet to delikatna, świeża woda toaletowa dla kobiet, która oddaje radość rozkwitającego ogrodu. Otwiera się cytrusową nutą bergamotki. W sercu rozkwita romantyczny duet piwonii i róży damasceńskiej. Baza z białego piżma otula całość miękką, subtelną aurą. To idealny zapach na co dzień, dla romantycznych i nieodparcie uwodzicielskich kobiet.",10,True,products/IMG-20260409-WA0394.jpg
Lovefest Burning Cherry 48,KAYALI,kayali-lovefest-burning-cherry-48-u-1,200,U,woody,edp,"Top: czarna wiśnia, malina, bergamotka; Heart: róża damasceńska, jaśmin sambac, heliotrop, praliné; Base: palo santo, gwajak, paczula, balsam peruwiański, fasolka tonka, wetyweria",strong,special,"Lovefest Burning Cherry to zmysłowa, drzewno-gourmandowa kompozycja unisex. Otwiera się soczystą, płonącą czarną wiśnią i maliną z musującą bergamotką. W sercu kwiatowa róża damasceńska i jaśmin przełamane są słodkim praliné. Baza z dymnego palo santo, gwajaku, paczuli i fasolki tonka tworzy intensywny, długotrwały ślad. Idealny na wieczorne wyjścia.",10,True,products/IMG-20260409-WA0396.jpg
Miss Dior,Dior,dior-miss-dior-k,200,K,floral,edp,"Top: irys, piwonia, konwalia; Heart: morela, róża, brzoskwinia; Base: wanilia, fasolka tonka, piżmo, benzoes, drzewo sandałowe",strong,special,"Miss Dior Eau de Parfum to aksamitna, zmysłowa kompozycja dla kobiet, która łączy w sobie kwiatową elegancję z owocową słodyczą. Otwiera się pudrowym irysem, piwonią i konwalią. W sercu soczysta morela, róża i brzoskwinia nadają mu romantycznej głębi. Ciepła, otulająca baza z wanilii, fasolki tonka i drzewa sandałowego tworzy długotrwały, elegancki finisz. Idealny na wieczorne wyjścia.",10,True,products/IMG-20260409-WA0397.jpg
Alien Extraintense,Mugler,mugler-alien-extraintense-k-1,200,K,floral,parfum,"Top: wanilia, słoneczne kwiaty; Heart: jaśmin grandiflorum, kardamon, tuberoza; Base: cashmeran, nuty drzewne",strong,special,"Alien Extraintense to najbardziej ekstradelikatna, zmysłowa interpretacja ikonicznego Aliena, która popycha granice przyjemności do nowego, ultrauzależniającego poziomu. Otwiera się kremową wanilią wzmocnioną przez potężne słoneczne kwiaty. W sercu jaśmin grandiflorum i tuberoza przeplatają się z ostrym, zielonym kardamonem. Baza z cashmeranu i potężnego akordu drzewnego tworzy niezwykle zmysłowy, długotrwały ślad. Idealny na wieczorne wyjścia, dla odważnych kobiet.",10,True,products/IMG-20260409-WA0398.jpg
Scandal by Night Intense,Jean Paul Gaultier,jean-paul-gaultier-scandal-by-night-intense-k,200,K,oriental,edp,"Top: miód, gorzka pomarańcza, cytrusy; Heart: tuberoza, nard himalajski, wiśnia, kwiat pomarańczy, gruszka; Base: fasolka tonka, paczula, drzewo sandałowe, bursztyn, wanilia, białe piżmo",strong,special,"Scandal by Night Intense to orientalno-kwiatowa kompozycja dla kobiet, która jest jeszcze bardziej intensywną, wieczorową wersją kultowego Scandala. Otwiera się słodkim, miodowym akordem z gorzką pomarańczą i cytrusami. W sercu rozkwita kremowa tuberoza, nard himalajski i wiśnia, nadając zapachowi głębi i elegancji. Baza z fasolki tonka, paczuli i wanilii tworzy ciepły, zmysłowy i długotrwały finisz. Idealny na wieczorne wyjścia i specjalne okazje.",10,True,products/IMG-20260409-WA0399.jpg
Libre Berry Crush,Yves Saint Laurent,yves-saint-laurent-libre-berry-crush-k,200,K,floral,edp,"Top: malina, mandarynka; Heart: lawenda, kwiat pomarańczy; Base: wanilia bourbon, piżmo, kokos",strong,special,"Libre Berry Crush to kwiatowo-owocowa kompozycja dla kobiet, która łączy w sobie soczyste jagody z kultowym aromatyczno-kwiatowym DNA Libre. Otwiera się tangową maliną i słodką mandarynką. W sercu orzeźwiająca francuska lawenda i zmysłowy marokański kwiat pomarańczy tworzą kontrastową harmonię. Baza z wanilii bourbon, piżma i kremowego kokosa nadaje zapachowi ciepłego, otulającego finiszu. Idealny na wieczorne wyjścia.",10,True,products/IMG-20260409-WA0400.jpg
Stronger With You Parfum,Emporio Armani,emporio-armani-stronger-with-you-parfum-m-1,200,M,oriental,edp,"Top: mandarynka, różowy pieprz; Heart: lawenda, szałwia; Base: kasztan, wanilia, skóra",strong,special,"Stronger With You Parfum to najbardziej intensywna i skoncentrowana odsłona tej uwodzicielskiej kolekcji. Otwiera się pikantnym różowym pieprzem i musującą, owocową mandarynką. W sercu aromatyczna mieszanka lawendy i szałwii, która zapowiada cieplejsze, bursztynowe tło. Głęboka, skórzano-waniliowa baza z charakterystycznym akordem karmelizowanego kasztana tworzy długotrwały, zmysłowy i niezwykle elegancki ślad. Idealny na wieczorne wyjścia.",10,True,products/IMG-20260409-WA0401.jpg
Nomade,Chloé,chloe-nomade-k-1,200,K,floral,edp,"Top: mirabelka, bergamotka, cytryna, pomarańcza; Heart: frezja, brzoskwinia, róża, jaśmin; Base: mech dębowy, paczula, bursztynowe drewno, białe piżmo, drzewo sandałowe",strong,special,"Nomade to kwiatowo-szyprowe perfumy, które są esencją wolności i pewności siebie. Otwiera się słodką, zmysłową nutą mirabelki i świeżością cytrusów. W sercu wyczuwalny jest bujny bukiet frezji, brzoskwini, róży i jaśminu. Baza z mchu dębowego, paczuli i drzewa sandałowego nadaje zapachowi ziemistego, eleganckiego i długotrwałego charakteru. To zapach dla kobiety, która podąża własną ścieżką, idealny na wieczorne wyjścia.",10,True,products/IMG-20260409-WA0402.jpg
Acqua di Giò Absolu,Giorgio Armani,giorgio-armani-acqua-di-gio-absolu-m,200,M,fresh,edp,"Top: nuty morskie, bergamotka, gruszka, jabłko, grejpfrut, cytryna; Heart: lawenda, rozmaryn, geranium; Base: nuty drzewne, fasolka tonka, Amberwood, paczula, labdanum",strong,special,"Acqua di Giò Absolu to intensywniejsza, bardziej zmysłowa interpretacja kultowej morskiej klasyki. Otwiera się eksplozją morskiej bryzy, bergamotki oraz soczystych owoców. W sercu aromatyczna mieszanka lawendy, rozmarynu i geranium nadaje mu ziołowej świeżości. Głęboka, drzewna baza z fasolką tonka, paczulą i labdanum tworzy ciepły, bursztynowy i niezwykle trwały ślad. Idealny na wieczorne wyjścia.",10,True,products/IMG-20260409-WA0403.jpg
Aventus,Creed,creed-aventus-m-2,200,M,woody,edp,"Top: jabłko, czarna porzeczka, ananas, bergamotka; Heart: jagody jałowca, brzoza, paczula, jaśmin; Base: wanilia, piżmo, mech dębowy, ambra",strong,special,"Aventus to ikoniczny, drzewno-owocowy zapach, symbolizujący siłę i sukces. Otwiera się odważną mieszanką ananasa, bergamotki, czarnej porzeczki i jabłka. W sercu dymna brzoza i jałowiec przeplatają się z paczulą i jaśminem. Głęboka baza z wanilii, ambry, mchu dębowego i piżma tworzy ciepły, zmysłowy i niezwykle trwały finisz. Idealny na wieczorne wyjścia i specjalne okazje.",10,True,products/IMG-20260409-WA0404.jpg
Ôver The Top,Lancôme,lancome-over-the-top-u,200,U,fresh,edt,"Top: nuty zielone, liść pomidora, nuty owocowe; Heart: jaśmin; Base: nuty drzewne",light,special,"Ôver The Top to orzeźwiająca, zielono-kwiatowa woda toaletowa stworzona dla kobiet i mężczyzn. Jej najbardziej charakterystycznym elementem jest otwarcie, które zaskakuje świeżością zielonych nut i nietypowego, pikantnego akordu liści pomidora. W sercu dominuje delikatny, kwiatowy jaśmin, a całość zamyka się ciepłą, drzewną bazą. To wyjątkowy, energetyzujący zapach dla pewnych siebie osób, idealny na co dzień.",10,True,products/IMG-20260409-WA0405.jpg
The Scent,Hugo Boss,hugo-boss-the-scent-k,200,K,floral,edp,"Top: frezja, miodowa brzoskwinia; Heart: osmantus; Base: palone ziarna kakao",strong,special,"The Scent to kwiatowo-owocowa kompozycja, która ujawnia swoją zmysłową naturę stopniowo. Otwiera się wykwintnym połączeniem miodowej brzoskwini i frezji. W sercu wyczuwalny jest ciepły, kwiatowo-skórzany osmantus, który nadaje zapachowi głębi. Baza z palonych ziaren kakao tworzy uzależniający, słodko-gorzki finisz. Idealny na wieczorne wyjścia, dla pewnych siebie, eleganckich kobiet.",10,True,products/IMG-20260409-WA0406.jpg
Bottled,Hugo Boss,hugo-boss-bottled-m,200,M,woody,edt,"Top: jabłko, śliwka, bergamotka, cytryna, mech dębowy, geranium; Heart: cynamon, mahoń, goździki; Base: wanilia, drzewo sandałowe, cedr, wetyweria, drzewo oliwne",light,daily,"Bottled to kultowa, drzewno-korzenno-owocowa woda toaletowa, która stała się symbolem męskiej elegancji. Otwiera się świeżością jabłka i cytrusów. W sercu rozgrzewające nuty cynamonu i goździków przeplatają się z mahoniem. Ciepła, zmysłowa baza z wanilii, drzewa sandałowego, cedru i wetywerii tworzy długotrwały, męski finisz. Idealny na co dzień, dla pewnych siebie, odnoszących sukcesy mężczyzn.",10,True,products/IMG-20260409-WA0407.jpg
Paradoxe Radical Essence,Prada,prada-paradoxe-radical-essence-k-1,200,K,floral,parfum,"Top: olejek z neroli, absolut kwiatu pomarańczy; Heart: akord solonych pistacji; Base: akord drzewa sandałowego",strong,special,"Paradoxe Radical Essence to najbardziej skoncentrowana i wyrafinowana interpretacja kultowego zapachu. Otwiera się zmysłowym, jadalnym akordem słodkiego neroli i kwiatu pomarańczy. W sercu pojawia się zaskakujący, solono-prażony akord pistacjowy, który nadaje kompozycji unikalnego charakteru. Baza z kremowego, aksamitnego drzewa sandałowego tworzy elegancki, długotrwały ślad. To idealny wybór na wieczorne wyjścia dla pewnych siebie, nowoczesnych kobiet.",10,True,products/IMG-20260409-WA0408.jpg
